"nFK_0010";"nFK_1020";"nFK_2030";"nFK_3040";"nFK_4050";"nFK_5060";"nFK_0010_Vortag";"nFK_1020_Vortag";"nFK_2030_Vortag";"nFK_3040_Vortag";"nFK_4050_Vortag";"nFK_5060_Vortag";"tage_seit_aussaat";"Tmean_gradC";"Tmean_th9_25_gradC";"Tmin_gradC";"Tmax_gradC";"relLuftfeuchte_mean_prozent";"relLuftfeuchte_min_prozent";"relLuftfeuchte_max_prozent";"globalstrahlung_Wh_m2";"windgeschwindigkeit_m_s";"tageslicht_h";"tageslicht_h_th9";"Tmean_gradC_sum";"Tmean_th9_25_gradC_sum";"globalstrahlung_Wh_m2_sum";"niederschlag_mm_sum";"tageslicht_h_sum";"tageslicht_h_th9_sum";"Ton_prozent";"Schluff_prozent";"Sand_prozent";"C_org_prozent";"wasser_input_Vortag"
116.38;111.26;108.69;103.57;104.93;103.73;69.27;83.51;90.64;104.88;102.72;107.68;38;19.41;19.41;11.4;26.4;63.6;41.8;90.2;7672;1.05;15.59;15.59;770.66;765.14;200338.4;104.5;609.73;609.73;20;30;50;1.2;29.28
108.68;105.3;103.62;100.24;103.21;104.49;116.38;111.26;108.69;103.57;104.93;103.73;39;20.04;20.04;12.1;27.2;66.19;44.2;92;6946.92;0.9;15.55;15.55;790.7;785.18;207285.33;104.5;625.28;625.28;20;30;50;1.2;0
98.34;97.38;96.9;95.94;100.65;104.87;108.68;105.3;103.62;100.24;103.21;104.49;40;20.99;20.99;12.5;28.2;65.23;40.6;94.3;7572.23;0.91;15.51;15.51;811.69;806.17;214857.55;104.5;640.79;640.79;20;30;50;1.2;0
88.99;90.69;91.53;93.23;98.63;104.87;98.34;97.38;96.9;95.94;100.65;104.87;41;19.36;19.36;14.2;24.1;80.17;62.6;94.4;3775.52;0.75;15.47;15.47;831.05;825.52;218633.08;110.5;656.26;656.26;20;30;50;1.2;0
123.49;123.41;123.36;123.28;121.97;120.63;88.99;90.69;91.53;93.23;98.63;104.87;42;20.69;20.69;15.4;28.6;78.72;43.7;96.2;6581.35;0.75;15.43;15.43;851.74;846.22;225214.42;114.2;671.69;671.69;20;30;50;1.2;36.3
115.87;114.65;114.05;112.83;114.5;115.56;123.49;123.41;123.36;123.28;121.97;120.63;43;21.11;21.11;14.7;27.6;73.62;46.7;96.7;6709.98;0.91;15.38;15.38;872.85;867.33;231924.4;114.5;687.07;687.07;20;30;50;1.2;3.7
107.15;106.53;106.21;105.59;109.41;112.93;115.87;114.65;114.05;112.83;114.5;115.56;44;19.34;19.34;14.7;25.7;78.37;54.9;94.2;4332.38;0.88;15.34;15.34;892.19;886.67;236256.78;115.9;702.41;702.41;20;30;50;1.2;0.3
103.36;103.38;103.39;103.41;107.26;111.12;107.15;106.53;106.21;105.59;109.41;112.93;45;19.11;19.11;13.4;25.2;77.19;54;95.9;4403.48;1.14;15.3;15.3;911.3;905.78;240660.25;116;717.71;717.71;20;30;50;1.2;1.4
84.98;80.94;78.92;74.88;77.81;78.71;74.84;75.96;76.51;77.63;78.12;79.18;3;24.49;24.49;16.1;32.8;62.07;36.4;91.2;7875.6;1.01;16.21;16.21;67.37;67.37;23580.88;0;48.6;48.6;20;30;50;1.2;10.67
87.25;82.31;79.83;74.89;78.03;78.71;84.98;80.94;78.92;74.88;77.81;78.71;4;25.98;25;15.8;33.7;61.75;41.2;88.5;7664.95;0.94;16.22;16.22;93.35;92.37;31245.82;0;64.82;64.82;20;30;50;1.2;0
104.42;91.04;84.36;70.98;78.23;78.79;87.25;82.31;79.83;74.89;78.03;78.71;5;27.32;25;18.1;34.2;60.77;40.7;91.2;6581.27;0.78;16.22;16.22;120.67;117.37;37827.1;0;81.04;81.04;20;30;50;1.2;10.86
98.43;88.25;83.16;72.98;78.38;78.68;104.42;91.04;84.36;70.98;78.23;78.79;6;26.93;25;18.4;33;58.75;40.4;87.5;7668.85;0.99;16.23;16.23;147.6;142.37;45495.95;0;97.27;97.27;20;30;50;1.2;0
101.84;90;84.09;72.25;78.38;78.6;98.43;88.25;83.16;72.98;78.38;78.68;7;25.29;25;19.5;29.2;62.1;45.5;90.4;6055.88;1.39;16.23;16.23;172.89;167.37;51551.82;2.8;113.5;113.5;20;30;50;1.2;10.97
107.59;93.11;85.87;71.39;78.46;78.28;101.84;90;84.09;72.25;78.38;78.6;8;21.07;21.07;17.2;26.5;71.88;51;92.8;5861;2.11;16.23;16.23;193.96;188.44;57412.82;2.9;129.73;129.73;20;30;50;1.2;2.8
130.35;105.03;92.37;67.05;78.72;77.74;107.59;93.11;85.87;71.39;78.46;78.28;9;16.67;16.67;13.8;18.8;83.7;71.7;90.6;2196;1.23;16.23;16.23;210.63;205.11;59608.82;7;145.96;145.96;20;30;50;1.2;0.1
124.89;104.29;94;73.4;80.08;76.46;130.35;105.03;92.37;67.05;78.72;77.74;10;20.05;20.05;15.2;25.8;73.68;54.1;90.7;6233.75;1.54;16.23;16.23;230.68;225.15;65842.57;7.2;162.19;162.19;20;30;50;1.2;14.94
126.65;109.13;100.38;82.86;82.73;73.83;124.89;104.29;94;73.4;80.08;76.46;11;17.58;17.58;16;19.1;87.44;80;93.2;1631.1;0.83;16.22;16.22;248.26;242.74;67473.68;23.3;178.41;178.41;20;30;50;1.2;0.2
116.33;118.05;118.92;120.64;93.85;67.93;126.65;109.13;100.38;82.86;82.73;73.83;12;18.54;18.54;13.5;23.5;74.13;51.8;90.8;4385.75;0.97;16.22;16.22;266.8;261.28;71859.43;24.1;194.63;194.63;20;30;50;1.2;16.1
107.36;108.88;109.64;111.16;94.23;78.07;116.33;118.05;118.92;120.64;93.85;67.93;13;19.89;19.89;12.4;26.6;66.99;42.4;94;7765.15;0.73;16.21;16.21;286.7;281.18;79624.57;24.1;210.84;210.84;20;30;50;1.2;0.8
102.33;104.37;105.4;107.44;95.08;83.74;107.36;108.88;109.64;111.16;94.23;78.07;14;21.91;21.91;14.9;27.7;68.77;47.8;92.4;5073.55;1;16.2;16.2;308.61;303.08;84698.12;24.1;227.04;227.04;20;30;50;1.2;0
99.27;101.49;102.59;104.81;95.37;87.05;102.33;104.37;105.4;107.44;95.08;83.74;15;23.21;23.21;16.3;29.8;68.74;41.8;92.6;6556.92;0.89;16.19;16.19;331.82;326.29;91255.05;24.1;243.23;243.23;20;30;50;1.2;0
97.94;99.7;100.57;102.33;95.05;88.65;99.27;101.49;102.59;104.81;95.37;87.05;16;19.47;19.47;14;26.4;80.89;53.8;95.3;4230.18;0.9;16.18;16.18;351.29;345.77;95485.23;33.7;259.41;259.41;20;30;50;1.2;0
109.4;105.2;103.1;98.9;95.08;89.16;97.94;99.7;100.57;102.33;95.05;88.65;17;16.28;16.28;13.2;20.3;83.93;64.1;95;2647;1.01;16.17;16.17;367.57;362.05;98132.23;36.6;275.58;275.58;20;30;50;1.2;9.6
113.84;107.36;104.11;97.63;95.23;89.59;109.4;105.2;103.1;98.9;95.08;89.16;18;16.37;16.37;14.5;19.1;75.3;59.3;92.7;2604.88;1.14;16.15;16.15;383.94;378.42;100737.1;36.7;291.73;291.73;20;30;50;1.2;2.9
105.19;102.81;101.61;99.23;95.3;90.18;113.84;107.36;104.11;97.63;95.23;89.59;19;18.78;18.78;11.9;25.2;68.03;45.3;92.5;6306.88;0.99;16.14;16.14;402.72;397.2;107043.98;36.7;307.87;307.87;20;30;50;1.2;0.1
99.43;99.55;99.61;99.73;95.17;90.67;105.19;102.81;101.61;99.23;95.3;90.18;20;20.86;20.86;12.2;28.2;66.11;40.6;94.2;7238.3;0.67;16.12;16.12;423.58;418.06;114282.27;36.7;323.99;323.99;20;30;50;1.2;0
115.17;111.07;109.01;104.91;101.08;95.2;99.43;99.55;99.61;99.73;95.17;90.67;21;19.16;19.16;14.8;24.7;80.56;57.4;94.8;3916.07;0.62;16.1;16.1;442.74;437.22;118198.35;59;340.09;340.09;20;30;50;1.2;9.92
118.26;121.54;123.18;126.46;122.04;119.26;115.17;111.07;109.01;104.91;101.08;95.2;22;18.22;18.22;14.1;22.5;86.9;73.3;95.2;3315.18;0.65;16.08;16.08;460.96;455.44;121513.52;62.9;356.17;356.17;20;30;50;1.2;22.3
120.01;123.29;124.93;128.21;123.15;119.73;118.26;121.54;123.18;126.46;122.04;119.26;23;17.86;17.86;14.7;20.9;85.17;66;96.8;2211.55;0.84;16.06;16.06;478.82;473.3;123725.07;69.8;372.23;372.23;20;30;50;1.2;3.9
111.68;115.44;117.31;121.07;118.69;118.19;120.01;123.29;124.93;128.21;123.15;119.73;24;19.32;19.32;14;25.4;72.38;47;93.4;6424.4;0.87;16.04;16.04;498.14;492.62;130149.48;69.8;388.27;388.27;20;30;50;1.2;6.9
103.98;108.1;110.17;114.29;112.79;113.35;111.68;115.44;117.31;121.07;118.69;118.19;25;18.09;18.09;13.6;22.9;79.84;66.7;94;3566.22;1.03;16.01;16.01;516.23;510.71;133715.7;70;404.28;404.28;20;30;50;1.2;0
98.78;103.86;106.4;111.48;109.69;110.43;103.98;108.1;110.17;114.29;112.79;113.35;26;18.83;18.83;14.2;22.8;77.21;63.1;90.5;3675.15;1.08;15.99;15.99;535.06;529.54;137390.85;71.1;420.27;420.27;20;30;50;1.2;0.2
92.79;99.69;103.14;110.04;107.3;108.02;98.78;103.86;106.4;111.48;109.69;110.43;27;19.42;19.42;12.3;26.1;74.85;47.5;95.9;6242.45;0.89;15.96;15.96;554.49;548.97;143633.3;78.6;436.23;436.23;20;30;50;1.2;1.1
92.5;98.36;101.3;107.16;105.46;106.68;92.79;99.69;103.14;110.04;107.3;108.02;28;19.05;19.05;15;24.7;78.22;52.8;95.3;4810.6;0.66;15.94;15.94;573.54;568.02;148443.9;78.7;452.17;452.17;20;30;50;1.2;7.5
86.8;94.74;98.72;106.66;104.19;105.69;92.5;98.36;101.3;107.16;105.46;106.68;29;20.16;20.16;13.2;26.2;75.66;54.4;96.2;4545.45;0.87;15.91;15.91;593.7;588.18;152989.35;79.4;468.08;468.08;20;30;50;1.2;0.1
96.93;98.81;99.75;101.63;102.66;104.64;86.8;94.74;98.72;106.66;104.19;105.69;30;18.66;18.66;16.2;21.2;92.1;85;96.2;1363.9;0.85;15.88;15.88;612.36;606.84;154353.25;94;483.96;483.96;20;30;50;1.2;0.7
132.38;117.42;109.93;94.97;102.5;102.54;96.93;98.81;99.75;101.63;102.66;104.64;31;16.83;16.83;15.1;18.4;90.05;82;94.9;952.8;0.9;15.84;15.84;629.19;623.67;155306.05;97.9;499.8;499.8;20;30;50;1.2;14.6
124.88;118.8;115.75;109.67;106.53;100.35;132.38;117.42;109.93;94.97;102.5;102.54;32;19.45;19.45;16;24.9;81.01;57.7;96.1;4969.77;0.79;15.81;15.81;648.64;643.12;160275.83;99.3;515.61;515.61;20;30;50;1.2;3.9
118.89;115.31;113.52;109.94;107.98;104.22;124.88;118.8;115.75;109.67;106.53;100.35;33;19.18;19.18;15.9;22.3;84.36;71.6;95.4;5308.62;2.27;15.78;15.78;667.82;662.3;165584.45;104.5;531.39;531.39;20;30;50;1.2;1.4
107.35;107.83;108.08;108.56;106.77;105.21;118.89;115.31;113.52;109.94;107.98;104.22;34;20.43;20.43;15.7;25.9;78.54;63.7;91.8;5530.25;1.74;15.74;15.74;688.25;682.73;171114.7;104.5;547.13;547.13;20;30;50;1.2;5.2
93.22;97.94;100.29;105.01;103.71;104.77;107.35;107.83;108.08;108.56;106.77;105.21;35;22.52;22.52;15.1;29;66;47.5;90.9;7853.45;1.7;15.71;15.71;710.77;705.25;178968.15;104.5;562.84;562.84;20;30;50;1.2;0
76.16;86.34;91.44;101.62;100.18;103.84;93.22;97.94;100.29;105.01;103.71;104.77;36;21.23;21.23;15.8;26.3;66.47;49.1;87.7;6665.98;1.63;15.67;15.67;732;726.48;185634.12;104.5;578.51;578.51;20;30;50;1.2;0
61.95;76.71;84.08;98.84;97.09;102.71;76.16;86.34;91.44;101.62;100.18;103.84;37;19.24;19.24;11.7;26.2;67.56;44.4;93.8;7032.27;0.93;15.63;15.63;751.25;745.73;192666.4;104.5;594.14;594.14;20;30;50;1.2;0
125.11;111.99;105.44;92.32;98.45;98.03;61.95;76.71;84.08;98.84;97.09;102.71;38;19.41;19.41;11.4;26.4;63.6;41.8;90.2;7672;1.05;15.59;15.59;770.66;765.14;200338.4;104.5;609.73;609.73;20;30;50;1.2;28.99
108.73;101.73;98.24;91.24;96.69;98.65;125.11;111.99;105.44;92.32;98.45;98.03;39;20.04;20.04;12.1;27.2;66.19;44.2;92;6946.92;0.9;15.55;15.55;790.7;785.18;207285.33;104.5;625.28;625.28;20;30;50;1.2;0
96.73;92.03;89.69;84.99;93.31;99.29;108.73;101.73;98.24;91.24;96.69;98.65;40;20.99;20.99;12.5;28.2;65.23;40.6;94.3;7572.23;0.91;15.51;15.51;811.69;806.17;214857.55;104.5;640.79;640.79;20;30;50;1.2;0
86.09;84.89;84.29;83.09;91.03;98.37;96.73;92.03;89.69;84.99;93.31;99.29;41;19.36;19.36;14.2;24.1;80.17;62.6;94.4;3775.52;0.75;15.47;15.47;831.05;825.52;218633.08;110.5;656.26;656.26;20;30;50;1.2;0
128.84;123.08;120.21;114.45;117.67;118.01;86.09;84.89;84.29;83.09;91.03;98.37;42;20.69;20.69;15.4;28.6;78.72;43.7;96.2;6581.35;0.75;15.43;15.43;851.74;846.22;225214.42;114.2;671.69;671.69;20;30;50;1.2;36.67
118.53;113.11;110.41;104.99;109.53;111.35;128.84;123.08;120.21;114.45;117.67;118.01;43;21.11;21.11;14.7;27.6;73.62;46.7;96.7;6709.98;0.91;15.38;15.38;872.85;867.33;231924.4;114.5;687.07;687.07;20;30;50;1.2;3.7
107.98;103.46;101.2;96.68;103.31;107.67;118.53;113.11;110.41;104.99;109.53;111.35;44;19.34;19.34;14.7;25.7;78.37;54.9;94.2;4332.38;0.88;15.34;15.34;892.19;886.67;236256.78;115.9;702.41;702.41;20;30;50;1.2;0.3
103.32;99.88;98.16;94.72;100.97;105.51;107.98;103.46;101.2;96.68;103.31;107.67;45;19.11;19.11;13.4;25.2;77.19;54;95.9;4403.48;1.14;15.3;15.3;911.3;905.78;240660.25;116;717.71;717.71;20;30;50;1.2;1.4
94.1;85.54;81.26;72.7;77.53;78.09;85.19;81.23;79.26;75.3;78.71;80.13;3;24.49;24.49;16.1;32.8;62.07;36.4;91.2;7875.6;1.01;16.21;16.21;67.37;67.37;23580.88;0;48.6;48.6;20;30;50;1.2;10.67
95.29;86.37;81.9;72.98;77.24;77.04;94.1;85.54;81.26;72.7;77.53;78.09;4;25.98;25;15.8;33.7;61.75;41.2;88.5;7664.95;0.94;16.22;16.22;93.35;92.37;31245.82;0;64.82;64.82;20;30;50;1.2;0
114.82;96.5;87.35;69.03;77.28;76.36;95.29;86.37;81.9;72.98;77.24;77.04;5;27.32;25;18.1;34.2;60.77;40.7;91.2;6581.27;0.78;16.22;16.22;120.67;117.37;37827.1;0;81.04;81.04;20;30;50;1.2;10.82
103.74;91.54;85.44;73.24;77.47;75.61;114.82;96.5;87.35;69.03;77.28;76.36;6;26.93;25;18.4;33;58.75;40.4;87.5;7668.85;0.99;16.23;16.23;147.6;142.37;45495.95;0;97.27;97.27;20;30;50;1.2;0
109.99;94.85;87.29;72.15;77.43;75.15;103.74;91.54;85.44;73.24;77.47;75.61;7;25.29;25;19.5;29.2;62.1;45.5;90.4;6055.88;1.39;16.23;16.23;172.89;167.37;51551.82;2.8;113.5;113.5;20;30;50;1.2;10.93
115.51;98.15;89.47;72.11;77.57;74.35;109.99;94.85;87.29;72.15;77.43;75.15;8;21.07;21.07;17.2;26.5;71.88;51;92.8;5861;2.11;16.23;16.23;193.96;188.44;57412.82;2.9;129.73;129.73;20;30;50;1.2;2.8
132.26;109.74;98.49;75.97;79.66;72.08;115.51;98.15;89.47;72.11;77.57;74.35;9;16.67;16.67;13.8;18.8;83.7;71.7;90.6;2196;1.23;16.23;16.23;210.63;205.11;59608.82;7;145.96;145.96;20;30;50;1.2;0.1
116.34;110.7;107.87;102.23;85.56;66.06;132.26;109.74;98.49;75.97;79.66;72.08;10;20.05;20.05;15.2;25.8;73.68;54.1;90.7;6233.75;1.54;16.23;16.23;230.68;225.15;65842.57;7.2;162.19;162.19;20;30;50;1.2;14.92
120.22;115.12;112.58;107.48;88.16;66.28;116.34;110.7;107.87;102.23;85.56;66.06;11;17.58;17.58;16;19.1;87.44;80;93.2;1631.1;0.83;16.22;16.22;248.26;242.74;67473.68;23.3;178.41;178.41;20;30;50;1.2;0.2
112.53;117.29;119.67;124.43;105.46;88.86;120.22;115.12;112.58;107.48;88.16;66.28;12;18.54;18.54;13.5;23.5;74.13;51.8;90.8;4385.75;0.97;16.22;16.22;266.8;261.28;71859.43;24.1;194.63;194.63;20;30;50;1.2;16.1
105.38;108.44;109.96;113.02;105.06;98.62;112.53;117.29;119.67;124.43;105.46;88.86;13;19.89;19.89;12.4;26.6;66.99;42.4;94;7765.15;0.73;16.21;16.21;286.7;281.18;79624.57;24.1;210.84;210.84;20;30;50;1.2;0.8
100.22;103.76;105.52;109.06;103.44;99.6;105.38;108.44;109.96;113.02;105.06;98.62;14;21.91;21.91;14.9;27.7;68.77;47.8;92.4;5073.55;1;16.2;16.2;308.61;303.08;84698.12;24.1;227.04;227.04;20;30;50;1.2;0
97.23;101.21;103.2;107.18;102.55;99.91;100.22;103.76;105.52;109.06;103.44;99.6;15;23.21;23.21;16.3;29.8;68.74;41.8;92.6;6556.92;0.89;16.19;16.19;331.82;326.29;91255.05;24.1;243.23;243.23;20;30;50;1.2;0
98.56;101.12;102.39;104.95;101.53;99.39;97.23;101.21;103.2;107.18;102.55;99.91;16;19.47;19.47;14;26.4;80.89;53.8;95.3;4230.18;0.9;16.18;16.18;351.29;345.77;95485.23;33.7;259.41;259.41;20;30;50;1.2;0
113.71;108.75;106.26;101.3;101.23;98.67;98.56;101.12;102.39;104.95;101.53;99.39;17;16.28;16.28;13.2;20.3;83.93;64.1;95;2647;1.01;16.17;16.17;367.57;362.05;98132.23;36.6;275.58;275.58;20;30;50;1.2;9.6
114.87;109.93;107.46;102.52;101.44;97.9;113.71;108.75;106.26;101.3;101.23;98.67;18;16.37;16.37;14.5;19.1;75.3;59.3;92.7;2604.88;1.14;16.15;16.15;383.94;378.42;100737.1;36.7;291.73;291.73;20;30;50;1.2;2.9
104.33;104.21;104.16;104.04;100.93;97.75;114.87;109.93;107.46;102.52;101.44;97.9;19;18.78;18.78;11.9;25.2;68.03;45.3;92.5;6306.88;0.99;16.14;16.14;402.72;397.2;107043.98;36.7;307.87;307.87;20;30;50;1.2;0.1
98.43;100.53;101.58;103.68;100.15;97.67;104.33;104.21;104.16;104.04;100.93;97.75;20;20.86;20.86;12.2;28.2;66.11;40.6;94.2;7238.3;0.67;16.12;16.12;423.58;418.06;114282.27;36.7;323.99;323.99;20;30;50;1.2;0
102.65;105.57;107.03;109.95;102.83;97.17;98.43;100.53;101.58;103.68;100.15;97.67;21;19.16;19.16;14.8;24.7;80.56;57.4;94.8;3916.07;0.62;16.1;16.1;442.74;437.22;118198.35;59;340.09;340.09;20;30;50;1.2;0
118.77;121.63;123.06;125.92;117.34;110.18;102.65;105.57;107.03;109.95;102.83;97.17;22;18.22;18.22;14.1;22.5;86.9;73.3;95.2;3315.18;0.65;16.08;16.08;460.96;455.44;121513.52;62.9;356.17;356.17;20;30;50;1.2;22.3
119.98;123.44;125.17;128.63;122.6;118.3;118.77;121.63;123.06;125.92;117.34;110.18;23;17.86;17.86;14.7;20.9;85.17;66;96.8;2211.55;0.84;16.06;16.06;478.82;473.3;123725.07;69.8;372.23;372.23;20;30;50;1.2;3.9
110.64;113.94;115.58;118.88;118.42;119.62;119.98;123.44;125.17;128.63;122.6;118.3;24;19.32;19.32;14;25.4;72.38;47;93.4;6424.4;0.87;16.04;16.04;498.14;492.62;130149.48;69.8;388.27;388.27;20;30;50;1.2;6.9
103.48;106.94;108.66;112.12;112.79;115.19;110.64;113.94;115.58;118.88;118.42;119.62;25;18.09;18.09;13.6;22.9;79.84;66.7;94;3566.22;1.03;16.01;16.01;516.23;510.71;133715.7;70;404.28;404.28;20;30;50;1.2;0
98.8;103.08;105.23;109.51;109.83;112.29;103.48;106.94;108.66;112.12;112.79;115.19;26;18.83;18.83;14.2;22.8;77.21;63.1;90.5;3675.15;1.08;15.99;15.99;535.06;529.54;137390.85;71.1;420.27;420.27;20;30;50;1.2;0.2
93.33;99.39;102.41;108.47;107.89;110.33;98.8;103.08;105.23;109.51;109.83;112.29;27;19.42;19.42;12.3;26.1;74.85;47.5;95.9;6242.45;0.89;15.96;15.96;554.49;548.97;143633.3;78.6;436.23;436.23;20;30;50;1.2;1.1
94.6;99.14;101.42;105.96;106.22;108.76;93.33;99.39;102.41;108.47;107.89;110.33;28;19.05;19.05;15;24.7;78.22;52.8;95.3;4810.6;0.66;15.94;15.94;573.54;568.02;148443.9;78.7;452.17;452.17;20;30;50;1.2;7.5
88.39;95.57;99.15;106.33;105.04;107.34;94.6;99.14;101.42;105.96;106.22;108.76;29;20.16;20.16;13.2;26.2;75.66;54.4;96.2;4545.45;0.87;15.91;15.91;593.7;588.18;152989.35;79.4;468.08;468.08;20;30;50;1.2;0.1
96.92;99.24;100.39;102.71;103.77;105.99;88.39;95.57;99.15;106.33;105.04;107.34;30;18.66;18.66;16.2;21.2;92.1;85;96.2;1363.9;0.85;15.88;15.88;612.36;606.84;154353.25;94;483.96;483.96;20;30;50;1.2;0.7
126.15;117.43;113.06;104.34;105.73;102.77;96.92;99.24;100.39;102.71;103.77;105.99;31;16.83;16.83;15.1;18.4;90.05;82;94.9;952.8;0.9;15.84;15.84;629.19;623.67;155306.05;97.9;499.8;499.8;20;30;50;1.2;14.6
118.93;119.33;119.54;119.94;112.07;104.39;126.15;117.43;113.06;104.34;105.73;102.77;32;19.45;19.45;16;24.9;81.01;57.7;96.1;4969.77;0.79;15.81;15.81;648.64;643.12;160275.83;99.3;515.61;515.61;20;30;50;1.2;3.9
115.76;114.56;113.96;112.76;112.34;111.32;118.93;119.33;119.54;119.94;112.07;104.39;33;19.18;19.18;15.9;22.3;84.36;71.6;95.4;5308.62;2.27;15.78;15.78;667.82;662.3;165584.45;104.5;531.39;531.39;20;30;50;1.2;1.4
105.34;107.38;108.39;110.43;110.6;111.78;115.76;114.56;113.96;112.76;112.34;111.32;34;20.43;20.43;15.7;25.9;78.54;63.7;91.8;5530.25;1.74;15.74;15.74;688.25;682.73;171114.7;104.5;547.13;547.13;20;30;50;1.2;5.2
92.57;98.89;102.06;108.38;107.83;110.43;105.34;107.38;108.39;110.43;110.6;111.78;35;22.52;22.52;15.1;29;66;47.5;90.9;7853.45;1.7;15.71;15.71;710.77;705.25;178968.15;104.5;562.84;562.84;20;30;50;1.2;0
74.08;87.6;94.37;107.89;104.94;108.76;92.57;98.89;102.06;108.38;107.83;110.43;36;21.23;21.23;15.8;26.3;66.47;49.1;87.7;6665.98;1.63;15.67;15.67;732;726.48;185634.12;104.5;578.51;578.51;20;30;50;1.2;0
57.95;77.53;87.31;106.89;102.19;107.27;74.08;87.6;94.37;107.89;104.94;108.76;37;19.24;19.24;11.7;26.2;67.56;44.4;93.8;7032.27;0.93;15.63;15.63;751.25;745.73;192666.4;104.5;594.14;594.14;20;30;50;1.2;0
49.48;71.04;81.83;103.39;99.39;106.17;57.95;77.53;87.31;106.89;102.19;107.27;38;19.41;19.41;11.4;26.4;63.6;41.8;90.2;7672;1.05;15.59;15.59;770.66;765.14;200338.4;104.5;609.73;609.73;20;30;50;1.2;4.42
45.4;65.94;76.2;96.74;96.28;106.1;49.48;71.04;81.83;103.39;99.39;106.17;39;20.04;20.04;12.1;27.2;66.19;44.2;92;6946.92;0.9;15.55;15.55;790.7;785.18;207285.33;104.5;625.28;625.28;20;30;50;1.2;0
69.93;77.43;81.17;88.67;94.65;104.37;45.4;65.94;76.2;96.74;96.28;106.1;40;20.99;20.99;12.5;28.2;65.23;40.6;94.3;7572.23;0.91;15.51;15.51;811.69;806.17;214857.55;104.5;640.79;640.79;20;30;50;1.2;27.9
111.99;98.99;92.48;79.48;94.05;102.11;69.93;77.43;81.17;88.67;94.65;104.37;41;19.36;19.36;14.2;24.1;80.17;62.6;94.4;3775.52;0.75;15.47;15.47;831.05;825.52;218633.08;110.5;656.26;656.26;20;30;50;1.2;0
111.85;98.25;91.46;77.86;92.68;100.7;111.99;98.99;92.48;79.48;94.05;102.11;42;20.69;20.69;15.4;28.6;78.72;43.7;96.2;6581.35;0.75;15.43;15.43;851.74;846.22;225214.42;114.2;671.69;671.69;20;30;50;1.2;6
110.15;95.43;88.08;73.36;90.3;99.88;111.85;98.25;91.46;77.86;92.68;100.7;43;21.11;21.11;14.7;27.6;73.62;46.7;96.7;6709.98;0.91;15.38;15.38;872.85;867.33;231924.4;114.5;687.07;687.07;20;30;50;1.2;3.7
98.2;87.24;81.76;70.8;87.87;99.45;110.15;95.43;88.08;73.36;90.3;99.88;44;19.34;19.34;14.7;25.7;78.37;54.9;94.2;4332.38;0.88;15.34;15.34;892.19;886.67;236256.78;115.9;702.41;702.41;20;30;50;1.2;0.3
93.31;83.69;78.87;69.25;86.6;99.14;98.2;87.24;81.76;70.8;87.87;99.45;45;19.11;19.11;13.4;25.2;77.19;54;95.9;4403.48;1.14;15.3;15.3;911.3;905.78;240660.25;116;717.71;717.71;20;30;50;1.2;1.4
95.77;84.11;78.27;66.61;77.17;81.89;86.77;80.05;76.7;69.98;78.26;83.18;3;24.49;24.49;16.1;32.8;62.07;36.4;91.2;7875.6;1.01;16.21;16.21;67.37;67.37;23580.88;0;48.6;48.6;20;30;50;1.2;11.07
95.42;84.18;78.56;67.32;77.04;81.14;95.77;84.11;78.27;66.61;77.17;81.89;4;25.98;25;15.8;33.7;61.75;41.2;88.5;7664.95;0.94;16.22;16.22;93.35;92.37;31245.82;0;64.82;64.82;20;30;50;1.2;0
115.44;94.52;84.05;63.13;77.18;80.76;95.42;84.18;78.56;67.32;77.04;81.14;5;27.32;25;18.1;34.2;60.77;40.7;91.2;6581.27;0.78;16.22;16.22;120.67;117.37;37827.1;0;81.04;81.04;20;30;50;1.2;11.16
104.02;89.26;81.88;67.12;77.42;80.34;115.44;94.52;84.05;63.13;77.18;80.76;6;26.93;25;18.4;33;58.75;40.4;87.5;7668.85;0.99;16.23;16.23;147.6;142.37;45495.95;0;97.27;97.27;20;30;50;1.2;0
108.73;91.79;83.32;66.38;77.43;80.01;104.02;89.26;81.88;67.12;77.42;80.34;7;25.29;25;19.5;29.2;62.1;45.5;90.4;6055.88;1.39;16.23;16.23;172.89;167.37;51551.82;2.8;113.5;113.5;20;30;50;1.2;11.1
113.03;94.61;85.4;66.98;77.75;79.31;108.73;91.79;83.32;66.38;77.43;80.01;8;21.07;21.07;17.2;26.5;71.88;51;92.8;5861;2.11;16.23;16.23;193.96;188.44;57412.82;2.9;129.73;129.73;20;30;50;1.2;2.8
126.78;103.6;92.01;68.83;79.13;77.83;113.03;94.61;85.4;66.98;77.75;79.31;9;16.67;16.67;13.8;18.8;83.7;71.7;90.6;2196;1.23;16.23;16.23;210.63;205.11;59608.82;7;145.96;145.96;20;30;50;1.2;0.1
114.74;105.2;100.43;90.89;84.21;72.77;126.78;103.6;92.01;68.83;79.13;77.83;10;20.05;20.05;15.2;25.8;73.68;54.1;90.7;6233.75;1.54;16.23;16.23;230.68;225.15;65842.57;7.2;162.19;162.19;20;30;50;1.2;15.19
116.73;111.27;108.54;103.08;87.64;69.46;114.74;105.2;100.43;90.89;84.21;72.77;11;17.58;17.58;16;19.1;87.44;80;93.2;1631.1;0.83;16.22;16.22;248.26;242.74;67473.68;23.3;178.41;178.41;20;30;50;1.2;0.2
